env_id,timestamp,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_9_pos,joint_10_pos,joint_11_pos,joint_12_pos,joint_13_pos,joint_14_pos,joint_15_pos,joint_16_pos,joint_17_pos,joint_18_pos,joint_19_pos,joint_20_pos,joint_21_pos,joint_22_pos,joint_23_pos,joint_24_pos,joint_25_pos,joint_26_pos,joint_27_pos,joint_28_pos,joint_29_pos,joint_30_pos,joint_31_pos,joint_32_pos,joint_33_pos,joint_34_pos,joint_35_pos,joint_36_pos,joint_37_pos,joint_38_pos,joint_39_pos,joint_40_pos,joint_41_pos,joint_42_pos,joint_43_pos,joint_44_pos,joint_45_pos,joint_46_pos,joint_47_pos,joint_48_pos,joint_49_pos,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z
0,20251217_153603,0.06921233236789703,-0.2597784399986267,-0.0016262768767774105,-0.18798840045928955,-0.05582543835043907,-0.26149359345436096,-0.013925686478614807,-0.21646985411643982,-0.042067255824804306,-0.16694387793540955,-0.04500724747776985,-0.11632835865020752,-0.09091325849294662,-0.07506558299064636,-0.06337325274944305,-0.009676367975771427,-0.12265398353338242,-0.05715608224272728,-0.054430391639471054,-0.00047874636948108673,-0.04591180384159088,-0.009476294741034508,-0.04098623991012573,0.013673437759280205,-0.048127852380275726,-0.004433854017406702,-0.00933042448014021,0.03526321053504944,-0.04232964292168617,0.008443624712526798,-0.0014894105261191726,0.08310867846012115,-0.057275306433439255,0.04718492552638054,0.048620644956827164,0.12659215927124023,-0.00014906439173500985,-0.03864670172333717,0.11884979903697968,-0.009632565081119537,0.08123093098402023,0.1601468175649643,-0.04143430292606354,-0.0025720414705574512,0.010097059421241283,-0.008105198852717876,0.046221040189266205,-0.041222117841243744,0.03591963276267052,-0.0046410528011620045,0.5812775492668152,1.366759181022644,-1.164626955986023,-0.341590940952301,0.543613851070404,-0.19215938448905945,0.7422090172767639,0.0,0.0,0.0,0.0,0.0,0.0
