env_id,timestamp,joint_0_pos,joint_1_pos,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z
0,20260611_154311,-1.2630419405468274e-05,2.0724542991956696e-05,6.4349236488342285,-1.9682211875915527,-0.4985921084880829,0.05862780287861824,0.6731659173965454,-0.07046758383512497,-0.7337878942489624,0.0,0.0,0.0,0.0,0.0,0.0
1,20260611_154311,-1.9873425571859116e-06,0.000299683801131323,6.447856426239014,3.0534350872039795,-0.43614670634269714,0.01747983880341053,0.6775565147399902,-0.11293072253465652,-0.7265385389328003,0.0,0.0,0.0,0.0,0.0,0.0
2,20260611_154311,1.561571298225317e-05,1.9529171879639762e-07,1.4327019453048706,-1.9812091588974,-0.4430176615715027,-0.49078369140625,0.4634045660495758,-0.601859450340271,-0.42679357528686523,0.0,0.0,0.0,0.0,0.0,0.0
3,20260611_154311,-3.5565269627113594e-06,0.00033089329372160137,1.4682387113571167,3.0399692058563232,-0.44120413064956665,-0.05887169390916824,0.6667956709861755,-0.1920763999223709,-0.7176518440246582,0.0,0.0,0.0,0.0,0.0,0.0
4,20260611_154311,-1.617297311895527e-05,0.0008071117918007076,-3.545269250869751,-1.9717333316802979,-0.3721517026424408,-0.3280904293060303,0.6047484874725342,-0.426594614982605,-0.587071418762207,0.0,0.0,0.0,0.0,0.0,0.0
