env_id,timestamp,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_9_pos,joint_10_pos,joint_11_pos,joint_12_pos,joint_13_pos,joint_14_pos,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z
0,20260113_140347,0.05862516537308693,0.03199470415711403,-0.012480606324970722,0.027142126113176346,-0.014741316437721252,0.032819636166095734,-0.0727318599820137,0.035221900790929794,-0.09919324517250061,0.027424493804574013,-0.038442689925432205,0.015857001766562462,-0.01601887308061123,0.004189265426248312,-0.0008375593461096287,0.38614964485168457,0.5216286778450012,-0.7539061903953552,0.13011698424816132,0.503122866153717,-0.29569002985954285,0.8015637397766113,0.0,0.0,0.0,0.0,0.0,0.0
