env_id,timestamp,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_9_pos,joint_10_pos,joint_11_pos,joint_12_pos,joint_13_pos,joint_14_pos,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z
0,20260226_150945,0.11311395466327667,0.11176050454378128,0.06555713713169098,0.006137355230748653,0.05430404096841812,0.16908808052539825,0.04536452889442444,0.2757614254951477,0.002599205356091261,0.2659454643726349,-0.055406101047992706,0.0955091342329979,-0.01789413020014763,-0.03669816255569458,-0.007228554226458073,4.683618545532227,-1.9698339700698853,-0.5115424394607544,0.5736544132232666,0.08986373990774155,0.7226892709732056,0.37492042779922485,0.0,0.0,0.0,0.0,0.0,0.0
1,20260226_150945,0.15306423604488373,0.17982561886310577,0.015627803280949593,0.010577011853456497,0.034178152680397034,-0.06185130402445793,0.09441586583852768,0.34682708978652954,-0.011293189600110054,0.5170423984527588,-0.04917426407337189,0.13473913073539734,-0.017387602478265762,-0.058052752166986465,0.01116403192281723,4.6836090087890625,3.0301496982574463,-0.5115430951118469,0.5736563205718994,0.08986468613147736,0.7226874828338623,0.37492066621780396,0.0,0.0,0.0,0.0,0.0,0.0
2,20260226_150945,0.12527169287204742,0.004388368688523769,0.05518237501382828,0.13329175114631653,-0.02345496043562889,0.1793527901172638,0.01763829216361046,0.29791831970214844,0.10840198397636414,0.21707972884178162,0.034030187875032425,0.07357526570558548,0.035097409039735794,-0.010519986972212791,0.046460386365652084,-0.3162915110588074,-1.9698342084884644,-0.5115424394607544,0.5736547112464905,0.0898640900850296,0.7226886749267578,0.37492096424102783,0.0,0.0,0.0,0.0,0.0,0.0
3,20260226_150945,0.044684916734695435,0.06299538910388947,0.060686804354190826,0.061141833662986755,0.04593814164400101,0.24244904518127441,0.06861988455057144,0.3103429079055786,0.0539461188018322,0.2103998064994812,0.05459330603480339,0.007911455817520618,-0.015349372290074825,0.03604431450366974,0.013537073507905006,-0.3162897825241089,3.0301549434661865,-0.5115380883216858,0.5736562609672546,0.08986369520425797,0.7226880192756653,0.37491998076438904,0.0,0.0,0.0,0.0,0.0,0.0
4,20260226_150945,0.07224244624376297,0.16878870129585266,0.04387209936976433,0.03064252994954586,0.03270598128437996,0.0021107576321810484,0.047849275171756744,0.2626100182533264,0.15119437873363495,0.4266079366207123,0.07414645701646805,0.13090093433856964,-0.018302159383893013,-0.05806157365441322,-0.00937519408762455,-5.316296577453613,-1.9698339700698853,-0.5115434527397156,0.5736542344093323,0.08986207097768784,0.7226900458335876,0.37491944432258606,0.0,0.0,0.0,0.0,0.0,0.0
