env_id,timestamp,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_9_pos,joint_10_pos,joint_11_pos,joint_12_pos,joint_13_pos,joint_14_pos,joint_15_pos,joint_16_pos,joint_17_pos,joint_18_pos,joint_19_pos,joint_20_pos,joint_21_pos,joint_22_pos,joint_23_pos,joint_24_pos,joint_25_pos,joint_26_pos,joint_27_pos,joint_28_pos,joint_29_pos,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z
0,20260106_154244,-0.31494542956352234,0.04338379204273224,-0.050009287893772125,-0.02233624830842018,-0.13540878891944885,-0.06059883534908295,-0.09504488855600357,0.05772042274475098,-0.12353243678808212,0.05737854912877083,-0.24274404346942902,-0.04417700693011284,-0.23895221948623657,-0.07665963470935822,-0.2842649221420288,-0.011692728847265244,-0.20771409571170807,-0.003936287946999073,-0.03764154389500618,0.02629009820520878,0.012311463244259357,0.12196271866559982,0.06963609904050827,0.08766984939575195,-0.034831441938877106,-0.10785181820392609,0.03698163852095604,0.13447755575180054,0.07913288474082947,-0.005949116311967373,4.9710798263549805,-2.1800007820129395,-0.22395272552967072,-0.24745500087738037,-0.20060224831104279,-0.024634866043925285,0.9475852847099304,0.0,0.0,0.0,0.0,0.0,0.0
1,20260106_154244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,20260106_154244,-0.3361988961696625,0.11747393757104874,-0.16840650141239166,-0.00805611815303564,-0.16695691645145416,0.02670377865433693,-0.09199248254299164,-0.020475806668400764,0.03443731367588043,-0.09924691915512085,-0.18066081404685974,-0.06890159100294113,-0.213923841714859,-0.06740620732307434,-0.24406778812408447,0.014420011080801487,-0.19948649406433105,0.06834214925765991,-0.1525648832321167,0.07191379368305206,-0.05559201166033745,0.005203739739954472,-0.02652811072766781,0.05198678746819496,-0.03463173285126686,0.06169788911938667,0.034299079328775406,0.03704822063446045,0.060004111379384995,0.03720571845769882,-0.02896152064204216,-2.1800007820129395,-0.22395262122154236,-0.24745550751686096,-0.20060087740421295,-0.024636000394821167,0.9475853443145752,0.0,0.0,0.0,0.0,0.0,0.0
3,20260106_154244,-0.34381160140037537,0.04902583360671997,-0.18256966769695282,-0.017184721305966377,-0.1251041293144226,0.021078050136566162,-0.04908134043216705,0.011822335422039032,0.00679391622543335,0.03348127007484436,-0.15934166312217712,-0.0365150161087513,-0.2636209726333618,-0.08197513967752457,-0.2577897906303406,-0.025388453155755997,-0.23622791469097137,0.08598437905311584,-0.18208405375480652,0.048124056309461594,0.05388098210096359,0.10830174386501312,-0.05885786563158035,-0.028968701139092445,0.06388324499130249,0.014268780127167702,0.1743341088294983,-0.1324833780527115,0.032324545085430145,0.274435818195343,-0.028960885480046272,2.8200488090515137,-0.22395175695419312,-0.24745437502861023,-0.20060211420059204,-0.02463514916598797,0.9475854635238647,0.0,0.0,0.0,0.0,0.0,0.0
4,20260106_154244,-0.38573354482650757,0.017673270776867867,-0.13435134291648865,-0.042872633785009384,-0.1479748785495758,0.00046338693937286735,-0.11544676870107651,0.006718567106872797,-0.12041757255792618,-0.014872665517032146,-0.15203352272510529,0.021599365398287773,-0.20408995449543,0.0243793036788702,-0.2522716522216797,-0.00916125439107418,-0.1616004854440689,0.05217014253139496,-0.09297265857458115,-0.0003958080487791449,-0.058526378124952316,0.029466083273291588,-0.017531752586364746,0.05353159084916115,-0.09063708782196045,0.07076839357614517,0.167412668466568,0.016440674662590027,0.16069768369197845,0.022504478693008423,-5.028913974761963,-2.1800007820129395,-0.223952978849411,-0.24745479226112366,-0.2006022036075592,-0.02463500015437603,0.9475852847099304,0.0,0.0,0.0,0.0,0.0,0.0
